Text,Result
항상 다니는 안과인데. 선생님 자상하셔서  신뢰를 가지구. 열심히 다님니다,"긍정 확률: 55.82%, 부정 확률: 44.18%"
조아요,"긍정 확률: 43.80%, 부정 확률: 56.20%"
진료보기 좋아여,"긍정 확률: 43.35%, 부정 확률: 56.65%"
친절해요~,"긍정 확률: 46.19%, 부정 확률: 53.81%"
엄청엄청 친절하시고 넘 편하게 진료받았오요,"긍정 확률: 46.70%, 부정 확률: 53.30%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굳굳 간호사분들 의사분 너무 젠틀하세요 ,"긍정 확률: 46.58%, 부정 확률: 53.42%"
남자원장님 넘친절해요~~상냥하고  설명도 팩트잇게 잘해주어요~~~잘생긴건 덤~~~이제 의사 선생님이 2분이 계시니 대기시간도 줄어들고 넘좋아요~~그전에는 대기 한시간이엿는데..그리고 데스크 직원분과 다른 간호사분들도 다친절~~^^친절해서 손님이  더많은가봐여^^ 환절기철 안과는 단골인디ㅜㅜ기분좋아요,"긍정 확률: 53.08%, 부정 확률: 46.92%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
엄청 친절하시고 ㅋㅋ 사람 넘 마나~~ㅜㅜ,"긍정 확률: 45.93%, 부정 확률: 54.07%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ㅋ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ㅋ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절하시고 치료 잘해주세요,"긍정 확률: 43.95%, 부정 확률: 56.05%"
의사 선생님이 친절해요,"긍정 확률: 44.64%, 부정 확률: 55.36%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
대표원장님 친절하시고 설명자세히 잘 해주시네요 데스크 직원분들도 친절하시고  엑스레이 찍어주신 분도 친절하니 유들하시고 물리치료 선생님들도 넘 친절했어요 도수도 잘해주시 고 원장님이 성심껏 진료하시니 환자도 많고 대기시간은 좀 있었는데 친절하시니 맘이 좀 풀렸네요내용 더보기,"긍정 확률: 49.92%, 부정 확률: 50.08%"
병원도 깨끗하고 선생님과 원장님 모두 친절하시고 물리치료도 잘 받고 왔습니다! 지인들에게 추천하고 싶은 병원이네요 ㅎ ,"긍정 확률: 50.80%, 부정 확률: 49.20%"
매달 이벤트해서 너무 좋아요~ 이번달 이벤트주사도 잘 맞았습니다 선생님들도 너무 친절하세요:),"긍정 확률: 49.29%, 부정 확률: 50.71%"
허리통증으로 고생 하다가 주사치료랑 도수 치료받았는데 너무 잘해 주셔서 금방 좋아 질거 같네요.,"긍정 확률: 55.99%, 부정 확률: 44.01%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
주사를 안아프게 놔주고 디스크 신경치료 짱!,"긍정 확률: 47.64%, 부정 확률: 52.36%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
"오늘  세번째 방문입니다  어깨, 목 진료. 영양제 주사. 매달 이벤트로 영양제를 저렴하게 받았어요 원장 진료 너무 친절하게 잘 설명해주시고 도스치료실 선생님들 간호자 선생님들 친 절하게 잘해주셨어요 다른곳보다 저렴하게 영양제 주사 잘 받았 습니다 조금 불편하다면 갈때마다 주차장에 자리가 없어서,,주차에 불편함만 없다면 계속 다닐수 있을거 같아요내용 더보기","긍정 확률: 58.14%, 부정 확률: 41.86%"
👍🏼친절하세여 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 좋아요,"긍정 확률: 43.25%, 부정 확률: 56.75%"
친절하고 좋아요,"긍정 확률: 43.25%, 부정 확률: 56.75%"
친절하고 좋아요,"긍정 확률: 43.25%, 부정 확률: 56.75%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
항상친절해요,"긍정 확률: 41.09%, 부정 확률: 58.91%"
항상친절해요,"긍정 확률: 41.09%, 부정 확률: 58.91%"
항상친절해요,"긍정 확률: 41.09%, 부정 확률: 58.91%"
항상친절해요,"긍정 확률: 41.09%, 부정 확률: 58.91%"
💞,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
침을 잘놔 주세요,"긍정 확률: 44.24%, 부정 확률: 55.76%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
친절하고 꼼꼼히 치료 잘해주세요.. 치과 비용이 많이 나가서 슬픈..ㅠㆍㅠ ,"긍정 확률: 56.83%, 부정 확률: 43.17%"
친절하고 설명도 잘해주세요,"긍정 확률: 44.28%, 부정 확률: 55.72%"
간호사분들 선생님  모두 친절하세요,"긍정 확률: 43.69%, 부정 확률: 56.31%"
치과는 무섭지만 선생님 설명도 잘해주시고 친절해서 좋네요,"긍정 확률: 47.50%, 부정 확률: 52.50%"
친절하고 좋아요~~,"긍정 확률: 45.16%, 부정 확률: 54.84%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
세심하고 편안해요,"긍정 확률: 45.19%, 부정 확률: 54.81%"
친절하고 설명을 잘해주시고 믿음이 가요,"긍정 확률: 45.21%, 부정 확률: 54.79%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 진료 꼼꼼하게 보심,"긍정 확률: 40.93%, 부정 확률: 59.07%"
평일 오후에 방문했는데 40분정도 대기했고 다들 친절하셔요. 여기로 계속 방문할 듯 합니다.,"긍정 확률: 58.89%, 부정 확률: 41.11%"
좋아여!,"긍정 확률: 38.79%, 부정 확률: 61.21%"
친절하고 진료가 꼼꼼하면서 스피드해요~! ,"긍정 확률: 44.24%, 부정 확률: 55.76%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
ㅇ.ㅇ,"긍정 확률: 50.76%, 부정 확률: 49.24%"
선생님이 침을 잘놓고 잘고쳐요,"긍정 확률: 44.50%, 부정 확률: 55.50%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋어요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
원장님 상담이 친절하세요,"긍정 확률: 43.90%, 부정 확률: 56.10%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
상담을 잘 해 주세요,"긍정 확률: 44.91%, 부정 확률: 55.09%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
진료를 잘 봐주십니다.,"긍정 확률: 56.82%, 부정 확률: 43.18%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
원장님 친절하시고 상담도 잘 해주세요,"긍정 확률: 43.91%, 부정 확률: 56.09%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
침을 잘 놔주세요  ,"긍정 확률: 43.73%, 부정 확률: 56.27%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
잘봐주십니다,"긍정 확률: 41.90%, 부정 확률: 58.10%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
오래 다니고 있는 한의원 ㅡ늘 친절하신 원장님과 간호사분들이 계시는 우리동네 한의원ㅡ이번에 리뉴얼된 인테리어 이쁩니다. ,"긍정 확률: 56.37%, 부정 확률: 43.63%"
잘해주세요,"긍정 확률: 41.83%, 부정 확률: 58.17%"
잘 봐주십니다,"긍정 확률: 42.83%, 부정 확률: 57.17%"
진료를 잘해주십니다,"긍정 확률: 41.36%, 부정 확률: 58.64%"
친절하게 진료잘해주십니다,"긍정 확률: 42.68%, 부정 확률: 57.32%"
친절하게 잘해주십니다,"긍정 확률: 42.47%, 부정 확률: 57.53%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
설명을 잘 해 줘요,"긍정 확률: 44.07%, 부정 확률: 55.93%"
의사샘이  아주 친절합니다,"긍정 확률: 44.73%, 부정 확률: 55.27%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
편해요,"긍정 확률: 40.02%, 부정 확률: 59.98%"
찬절해요,"긍정 확률: 41.70%, 부정 확률: 58.30%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
shfhr 감사합니다 ,"긍정 확률: 39.11%, 부정 확률: 60.89%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
  .,"긍정 확률: 50.06%, 부정 확률: 49.94%"
진료 잘 해 줘요,"긍정 확률: 42.90%, 부정 확률: 57.10%"
👍👍👍,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
그냥 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
그냥 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ᆢ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
의사선생님도 간호사선생님도 무척 친절하세요~^^,"긍정 확률: 45.48%, 부정 확률: 54.52%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
병원,"긍정 확률: 37.40%, 부정 확률: 62.60%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
과잉진료없고 데스크에 두분 중 키좀작으신분  넘 친절하시고 원장쌤도 진료 잘봐주세요^^*,"긍정 확률: 45.39%, 부정 확률: 54.61%"
산부인과 치료,"긍정 확률: 46.03%, 부정 확률: 53.97%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
데스크와 의사샘 모두 친절합니다 강추합니다.,"긍정 확률: 58.58%, 부정 확률: 41.42%"
병원,"긍정 확률: 37.40%, 부정 확률: 62.60%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
친절 진료잘함,"긍정 확률: 39.12%, 부정 확률: 60.88%"
!,"긍정 확률: 41.09%, 부정 확률: 58.91%"
굿굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
!,"긍정 확률: 41.09%, 부정 확률: 58.91%"
굿굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요  ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요  ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요  ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
1,"긍정 확률: 38.01%, 부정 확률: 61.99%"
1,"긍정 확률: 38.01%, 부정 확률: 61.99%"
연세있으신 남자 의사분이세요. 이번에 처음 간 게 아니라 2년전부터 다니고 있는곳이에요! 과잉진료 없고 처방 해 주시는 약도 너무 세지않고 잘 들어요! 데스크분들도 친절하시고 의 사쌤이 연세에 비해 츤데레 부분이 있으셔서 너무너무 좋으세요~~~! 토요일도 3시까지 진료해요! (13-14시 점심시간 참고하세요!)내용 더보기,"긍정 확률: 55.71%, 부정 확률: 44.29%"
남자원장님. 친절하시고 설명도 잘해주셨어요 ,"긍정 확률: 55.55%, 부정 확률: 44.45%"
넘 꼼꼼하세요,"긍정 확률: 47.61%, 부정 확률: 52.39%"
^^,"긍정 확률: 39.31%, 부정 확률: 60.69%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
변함없이 친절하신 의사선생님과 간호사선생님~,"긍정 확률: 48.85%, 부정 확률: 51.15%"
쌤친잘왕,"긍정 확률: 39.49%, 부정 확률: 60.51%"
친절하시고 설명을 잘 해주세요 ,"긍정 확률: 43.58%, 부정 확률: 56.42%"
원장선생님 간호사 선생님 모두 친절하세요.,"긍정 확률: 54.17%, 부정 확률: 45.83%"
민망하지 않게 친절히 대해주셔서 너무 감사했어요 ㅎㅎ,"긍정 확률: 47.71%, 부정 확률: 52.29%"
평소에 생리통이랑 질염 달고살아서 산부인과 자주 가는데 다녀본 곳중에 여기가 최고예용ㅎㅎ,"긍정 확률: 50.72%, 부정 확률: 49.28%"
좋아요 좋아요 선생님 친절하시고 진료 잘봐주세요^^,"긍정 확률: 44.74%, 부정 확률: 55.26%"
원장님도 간호사 선생님들도 너무 친절하시고 진료도 잘 봐주십니다 가까운 곳에 좋은 산부인과가 있어 너무 다행이에요 산부인과가 처음이신 분들도 고민 말고 추천드립니다 👍🏻,"긍정 확률: 51.78%, 부정 확률: 48.22%"
들쭉날쭉한 생리주기 땜에 가서 진료받았어요~ 엄청 깔끔하고 좋더라고요,"긍정 확률: 48.41%, 부정 확률: 51.59%"
감사합니다. 덕분에 빨리 나은 것 같아요,"긍정 확률: 56.35%, 부정 확률: 43.65%"
친절하고 꼼꼼하게 설명해주시고 인테리어도 깔끔하고 좋아요. ,"긍정 확률: 55.95%, 부정 확률: 44.05%"
너무 꼼꼼하게 설명해주셔서 감동받았어요,"긍정 확률: 48.01%, 부정 확률: 51.99%"
전에 다른 산부인과에 계실때 진료보고 그 후에 산부인과 갈일이 생겨서 찾아보니 없어졌더라구요ㅠㅠ그래서 다른곳 찾아서 다녔는데 낫지도 않고ㅠ그래서 방황하다가 상봉 산부인과 검색해보니 다시 개업하셔서 바로 예약하고 진료봤어요! 병원 너무 깨끗하고 인테리어도 깔끔하니 편안한 분위기 너무 좋았어요 직원분들도 친절하시구 원장님 역시 딱딱 중요한것만 말씀해주시니까 좋았어요 산부인과 가야할일 있음 무조건 여기로 다닐예정입니다~~,"긍정 확률: 50.96%, 부정 확률: 49.04%"
다음에 또 방문하겠습니다~ 진료 꼼꼼히 봐주셔서 감사합니당^_^,"긍정 확률: 45.71%, 부정 확률: 54.29%"
"손목,손가락 무릎통증으로 다니고 있는데요 ..신랑추천으로 오게돼서 꾸준히 치료받으면서 도수치료 병행중입니다 원장님이 젊으시고 환자말도 끝까지 들어주셔서 믿음이 가구요..궁금한것들 여쭤보면 친절하게 설명도 잘해주십니다~손목통증이 오래돼서 낫기까지 시간이 조금 걸리겠지만 믿음하나로 쭈욱~더 다닐참이랍니다!직원분들도 친절해서 마음편히 다니고 있네요..신내동 근처 정형외과 여기저기 가봤는데 시원척척으로 정착하렵니다..철인몸이 될때까지 화잇팅입니당~!!","긍정 확률: 58.72%, 부정 확률: 41.28%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
단골입니다,"긍정 확률: 42.44%, 부정 확률: 57.56%"
친절합니다 ,"긍정 확률: 40.78%, 부정 확률: 59.22%"
단골입니다,"긍정 확률: 42.44%, 부정 확률: 57.56%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
단골입니다,"긍정 확률: 42.44%, 부정 확률: 57.56%"
친절합니다 ,"긍정 확률: 40.78%, 부정 확률: 59.22%"
친절하게 잘 봅니다,"긍정 확률: 40.67%, 부정 확률: 59.33%"
친절합니다 ,"긍정 확률: 40.78%, 부정 확률: 59.22%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
진료종료 직전에 갔는데 마스크 써서 발음이 정확하지않아서 못들어서 한번더 물어봤는데 한숨쉬고 답답한티 내시고 말안해주다가 결국 뒤에 간호사분이 다시 말씀해주셨네요 다신 안가려구요ㅠㅠ,"긍정 확률: 49.71%, 부정 확률: 50.29%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하게 설명해주세요!,"긍정 확률: 45.35%, 부정 확률: 54.65%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
상담도  잘해주시고 치료도 마니 아프지 않게 잘해주십니다.,"긍정 확률: 58.31%, 부정 확률: 41.69%"
장애인 접근성 우수 합니다  엘리베이터 설치되어 있습니다 ,"긍정 확률: 47.07%, 부정 확률: 52.93%"
조아요,"긍정 확률: 43.80%, 부정 확률: 56.20%"
친절하십니다~~,"긍정 확률: 46.28%, 부정 확률: 53.72%"
